audio_path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,label
train/train_wav\dia0_utt0.wav,-200.79408264160156,65.95580291748047,3.0573229789733887,24.54535484313965,-13.25529670715332,3.9849777221679688,-9.637240409851074,-5.651867866516113,1.541529655456543,-2.52204966545105,-4.04277229309082,1.5126984119415283,-12.226411819458008,153.45475241153562,2306.997720269668,4258.29529494382,2.167778253555298,1757.4867806238583,0
train/train_wav\dia0_utt1.wav,-223.96543884277344,76.85250091552734,15.327079772949219,21.67443084716797,-11.002609252929688,4.394009113311768,-23.162080764770508,0.9940702319145203,-8.77724838256836,-0.10731834918260574,-3.8601138591766357,1.5864840745925903,-3.3194496631622314,169.73152764547987,2105.7498699032894,4078.125,1.989201307296753,1869.5679867777087,0
train/train_wav\dia0_utt2.wav,-276.9935607910156,78.1848373413086,-9.035727500915527,21.314733505249023,-8.179798126220703,-0.7796482443809509,-15.282905578613281,-4.897863388061523,3.791517734527588,2.481652021408081,-6.2151947021484375,-1.2881113290786743,-3.5397372245788574,145.8500341949497,2047.715058299644,4211.021505376344,1.7704790830612183,1851.2116853651264,0
train/train_wav\dia0_utt3.wav,-244.4572296142578,57.01353073120117,9.164987564086914,20.553852081298828,-9.851030349731445,1.082480549812317,-11.982619285583496,-8.714781761169434,-12.065035820007324,1.5147417783737183,-6.221900463104248,2.366964101791382,-5.758284091949463,267.7500177548837,2372.347790088924,4808.459051724138,2.229987382888794,1934.0343353598978,0
train/train_wav\dia0_utt4.wav,-185.72329711914062,87.59825897216797,-46.97193145751953,6.147914409637451,-21.422069549560547,2.230879306793213,-13.088340759277344,-12.521953582763672,1.6104496717453003,-3.0678911209106445,-11.449947357177734,-5.831852436065674,-9.433524131774902,0.0,1863.2448126825136,3509.8907019704434,1.6395089626312256,1528.5595616464213,1
train/train_wav\dia0_utt5.wav,-251.8509063720703,71.70755004882812,3.9830751419067383,14.748323440551758,-15.216238021850586,-1.8102235794067383,-17.555992126464844,-2.046936511993408,-11.051518440246582,-6.05745267868042,-4.683764934539795,2.245598554611206,-9.98030948638916,214.23945617984694,2101.93070229994,4249.690594059406,1.7814202308654785,1846.2161978543368,0
train/train_wav\dia0_utt6.wav,-214.896240234375,69.01351928710938,-7.97468376159668,22.38139533996582,-11.850349426269531,-4.7458624839782715,-20.642053604125977,-5.8029351234436035,-9.354538917541504,-5.06999397277832,-3.645221710205078,-3.9052960872650146,-5.544116973876953,218.06186960463248,2054.7418571127196,3906.894329896907,2.253925085067749,1748.815513312607,0
train/train_wav\dia0_utt7.wav,-218.30654907226562,81.40454864501953,-5.856298923492432,22.02465057373047,-11.851556777954102,-1.9378576278686523,-17.446836471557617,-5.780587673187256,-13.229104995727539,-2.5639591217041016,-5.319611549377441,-3.4236698150634766,-4.276556968688965,186.09373393710024,1860.7223628504487,3601.911662011173,2.179368257522583,1692.4776389403478,0
train/train_wav\dia0_utt8.wav,-222.73895263671875,61.282615661621094,-9.23335075378418,10.128138542175293,-15.616257667541504,1.6399421691894531,-1.7359004020690918,-8.90453815460205,-3.94191312789917,-7.676910877227783,-11.82261848449707,-6.496433258056641,-2.9183757305145264,0.0,2356.4814168082075,4441.028225806452,1.9180171489715576,1863.6156586088716,0
train/train_wav\dia0_utt9.wav,-240.64120483398438,89.6170883178711,-15.607685089111328,17.048219680786133,-1.9642364978790283,-2.467587947845459,-13.899639129638672,-6.576645374298096,-4.665467739105225,-3.1210246086120605,-14.07188606262207,-1.028421401977539,-6.394918918609619,198.69337409500426,1724.0069949743583,3440.2901785714284,2.0365421772003174,1697.4297674037107,0
train/train_wav\dia0_utt10.wav,-196.10191345214844,83.03160095214844,-41.641719818115234,7.6618876457214355,-14.500605583190918,-6.491029739379883,-15.861991882324219,-10.933131217956543,-3.460940361022949,1.1153885126113892,-17.450227737426758,0.5993826985359192,-8.946602821350098,283.08009661272445,1848.0409721107749,3548.7351190476193,1.9493392705917358,1600.3912195233231,2
train/train_wav\dia0_utt11.wav,-213.18719482421875,66.04927825927734,-8.431421279907227,7.733182907104492,-9.950091361999512,1.9496949911117554,-13.780267715454102,-1.018484354019165,-9.497315406799316,-0.8919711112976074,-3.5772690773010254,-4.2311506271362305,-3.335240364074707,205.00382457626614,2256.8434318122463,4297.174329501916,1.8518508672714233,1831.874387725415,0
train/train_wav\dia0_utt12.wav,-242.56703186035156,45.90544128417969,1.4543733596801758,12.698055267333984,-3.7276856899261475,8.391308784484863,-7.244265079498291,0.43687811493873596,-8.233325004577637,-0.7407717704772949,-4.072818279266357,-1.8576761484146118,-2.5250346660614014,179.54905464807842,2708.8921282708616,5221.272786458333,1.6040912866592407,2099.40536723101,1
train/train_wav\dia0_utt13.wav,-242.7650604248047,46.88395690917969,-1.502815842628479,16.364004135131836,-2.9740939140319824,2.5010008811950684,-9.954560279846191,3.754847764968872,-3.562558650970459,1.4247082471847534,-3.7247042655944824,-0.9150424003601074,-6.121032238006592,146.75034425583365,2661.8997040491467,4910.037878787879,1.6544299125671387,1959.0887706911187,0
train/train_wav\dia1_utt0.wav,-302.14996337890625,92.3201904296875,-38.430484771728516,-0.030800489708781242,-24.595991134643555,4.56786584854126,-12.302200317382812,-4.73073148727417,-8.536877632141113,2.0596601963043213,-6.432864665985107,0.7985024452209473,-10.918761253356934,235.38196352059094,1845.0163726706262,3420.5729166666665,2.0942511558532715,1519.9225528280722,1
train/train_wav\dia1_utt1.wav,-386.64849853515625,68.85152435302734,-19.915191650390625,5.821279525756836,-10.24809741973877,-6.2669267654418945,-9.027830123901367,7.278836727142334,-4.8116936683654785,3.1715009212493896,-3.9947509765625,-0.147671177983284,-0.9375278949737549,393.7568347876298,2222.010031906379,3876.2276785714284,1.950714349746704,1716.7131752503105,3
train/train_wav\dia1_utt2.wav,-338.0644836425781,78.69384765625,-41.65687942504883,3.3885281085968018,-21.900197982788086,-4.666820049285889,-6.329777240753174,4.817154884338379,-4.926509380340576,-3.6718316078186035,-4.519554138183594,-0.4457639753818512,-2.6433098316192627,317.2861882781859,1952.3391914150425,3373.1648489932886,2.078878879547119,1518.3660369645506,1
train/train_wav\dia1_utt3.wav,-311.5123596191406,87.39134979248047,-49.919654846191406,-1.378743290901184,-25.468351364135742,-0.8539820909500122,-9.941973686218262,-9.02350902557373,4.473789215087891,1.9709582328796387,-3.9786431789398193,-6.89691686630249,-8.113953590393066,321.8477059058415,1831.1628268673321,3260.9770569620255,1.9036216735839844,1459.1788391277512,2
train/train_wav\dia1_utt4.wav,-353.69696044921875,89.42767333984375,-30.467683792114258,27.169198989868164,-12.4133939743042,-3.0371336936950684,-5.061362266540527,-2.886329174041748,-6.905836582183838,0.328488826751709,-8.410723686218262,-5.657662868499756,-6.4775238037109375,32.82985993913596,1884.4646558423215,3564.822635135135,1.5432432889938354,1602.1940810192382,0
train/train_wav\dia1_utt5.wav,-431.7351989746094,68.81631469726562,-15.691279411315918,14.743303298950195,-5.970109462738037,12.771271705627441,-4.580440521240234,1.9581587314605713,-0.9008353352546692,9.899094581604004,3.2657880783081055,1.1193897724151611,-8.203627586364746,126.01195395928437,2304.628033908416,4509.308510638298,1.1258400678634644,1891.6953744740451,0
train/train_wav\dia1_utt8.wav,-444.7196044921875,48.813751220703125,-9.552027702331543,12.318302154541016,-1.8641785383224487,10.551721572875977,-5.190759181976318,3.7200512886047363,2.0565476417541504,4.245424747467041,-6.598020076751709,-0.5814423561096191,-5.0009331703186035,0.0,2610.833510284259,4899.05753968254,1.1837753057479858,1983.3087546856523,0
train/train_wav\dia2_utt0.wav,-246.57675170898438,110.08809661865234,-19.017353057861328,35.70473098754883,-7.618342876434326,7.7897162437438965,-4.5629496574401855,4.888883590698242,-1.2858747243881226,5.514450550079346,-5.178073406219482,2.064667224884033,-3.5054714679718018,0.0,1516.8315237501013,3120.089285714286,1.5334670543670654,1546.3909455946161,0
train/train_wav\dia2_utt1.wav,-248.5929412841797,68.69354248046875,-1.7162408828735352,18.45063018798828,-4.773171901702881,-0.40398743748664856,-5.387873649597168,3.91310715675354,-2.026447057723999,-0.9348257184028625,-4.347591876983643,-1.1616926193237305,-0.18255271017551422,479.01768792258434,2509.0203280922283,4671.875,1.8661324977874756,1954.8252117060804,0
train/train_wav\dia2_utt2.wav,-265.88446044921875,90.35331726074219,-7.745634078979492,21.956375122070312,-6.29902458190918,6.470184326171875,-7.190147876739502,3.231290578842163,-0.8174631595611572,0.743162989616394,-3.7756693363189697,5.584125518798828,-2.472031593322754,0.0,1838.3777272363538,3759.1594827586205,1.7118128538131714,1773.2175736796466,4
train/train_wav\dia2_utt3.wav,-245.44271850585938,91.01144409179688,-16.585899353027344,10.876547813415527,-8.70528507232666,6.903423309326172,-5.425482273101807,-0.2812969386577606,3.4550392627716064,-3.573591709136963,-10.012711524963379,-1.8540853261947632,-0.5193307399749756,443.29332369838886,1935.1981520726188,3815.1533018867926,1.5224944353103638,1727.1921634033383,3
train/train_wav\dia2_utt4.wav,-313.7887268066406,101.2912826538086,1.3326140642166138,26.040956497192383,-6.447723388671875,5.599844932556152,0.10876967757940292,6.338118553161621,-4.5140767097473145,0.09927339851856232,-6.648715496063232,3.2652363777160645,-4.801145076751709,429.56159287605374,1474.8946605553665,3174.242424242424,1.5646401643753052,1680.7708926111134,1
train/train_wav\dia2_utt5.wav,-269.8360595703125,83.65882873535156,-10.169877052307129,28.81822967529297,-8.796916007995605,4.5177531242370605,-4.704461574554443,3.1901021003723145,-5.8155035972595215,-4.40924072265625,-2.8153834342956543,-0.6266422867774963,0.761654257774353,313.7244651235056,2040.5739686335255,3996.651785714286,1.8715101480484009,1768.7892259829384,0
train/train_wav\dia2_utt6.wav,-251.58782958984375,87.92011260986328,-12.491273880004883,23.679197311401367,-11.817464828491211,7.397242069244385,-6.992455005645752,1.2960453033447266,-1.5917123556137085,1.3927555084228516,-6.9216179847717285,2.044624090194702,-0.7159770727157593,386.5045274437737,1852.6578654300272,3730.701572847682,1.5746374130249023,1718.5323734402407,5
train/train_wav\dia2_utt7.wav,-241.81744384765625,92.03302001953125,-20.211551666259766,22.77094078063965,-14.427600860595703,5.672301769256592,-8.911883354187012,3.247436046600342,-0.701139509677887,3.0308022499084473,-7.293183326721191,2.470982789993286,-0.15486764907836914,385.8904860110777,1774.7385425190475,3546.4154411764707,1.4815536737442017,1644.606945129366,3
